Time;Robot;Node;Idleness;Interferences
19.2;1;4;6.0;0
19.2;0;3;6.0;0
140.1;1;0;126.9;3
150.5;0;0;10.4;3
278.5;1;3;259.3;3
355.9;0;6;342.7;3
369.8;1;2;356.6;3
